"","x"
"1761","RT @son5959: 돼지열병 발생부터 사후처리 과정을 보면 이재명은 행정가로서는 능력이 빵점이다.
일 잘한다는 새끼들 전부 니들 손가락으로 니들 눈 찔러라,"
"1762","RT @ineedacat1: 돼지열병 방역 모범 국가에서 돼지열병 돼지피로 강물을 오염시킨 최고 무능한 국가로 국제적으로 소문남.
이게 이재명의 대단한 능력임."
"1763","돼지열병 확진 농가는 살처분 해도 5년간 사육 금지임.그럼 강은 임진강은 ? 진짜 미친 새끼 하나 때문에 ㅠㅠ대법원 부탁 합니다.법 대로 가능 하다면 법정구속 해주세요.악마같은 새끼를.."
"1764","RT @ineedacat1: 돼지열병 방역 모범 국가에서 돼지열병 돼지피로 강물을 오염시킨 최고 무능한 국가로 국제적으로 소문남.
이게 이재명의 대단한 능력임."
"1765","RT @djkim8688: 온갖 일은 경기도에서 다 일어나는구나
돼지열병, 침출수, 버스비인상,상품권발행,무상급식 예산미확보 등등등. 역시 인성이 그르면 일도 잘할수 없다니까."
"1766","RT @djkim8688: 온갖 일은 경기도에서 다 일어나는구나
돼지열병, 침출수, 버스비인상,상품권발행,무상급식 예산미확보 등등등. 역시 인성이 그르면 일도 잘할수 없다니까."
"1767","RT @ineedacat1: 돼지열병 심각한데 저만 살려고 국회로 어디로 뛰어 다니고 폼나는 돼지고기 팔이  행사만 하고 있으니 뒷처리가 저 모양에 더 엉망진창이 되버림.
나대는 거 얼굴팔리는 거만 좋아하는 무능력자 이재명의 실체."
"1768","RT @PasteCat: 돼지열병에 신음하는데..""대박 났다"" 환호한 사람들 | 다음 뉴스 https://t.co/uUFeNS8O1A

석유유출때에도 석유주 검색이 1위였는데 별로 놀랄일은..."
"1769","RT @Haeseonge: 더 민주당, 
이지사 사안에 입닫으라.

민생에 돼지열병 방역이 얼마나 중한 지 안다면
방역에 태만해 질타의 대상인 도지사.
그와 당대표가 어울리지 않는 사진까지 찍을 건 또 뭔가?
총리는 경기도의 방역노력 부족을 
질타…"
"1770","RT @hwaga_story: <U+0001F5E3> 경기도 돼지 살처분 문제!!!

<U+2022>이명박 - 산채로 매몰 (구제역)

<U+2022>경기도 - 죽여서 매몰 (아프리카 열병)

전염성 동식물은 그대로 매장하거나 소각해야 한다.

돼지 사체 피...
강물 유입→어패류 흡입→사람…"
"1771","경기도 연천 임진강 강물위에
돼지열병의 시뻘겋고 참혹한
악마살의 피를 뿌려 비나오니
기해년 섣달 보름이 가기전에
기만과 오만 패륜의 인생 막장 
경기도둑지사의 죄질을 낱낱이
들추시어 남은인생 재기불능의
참수형 형벌을 내려주시옵소서"
"1772","RT @amiinoja: 똘지사 색희가 돼지열병을 남의 일 보듯이 하다가 이제서야 돼지모자 쓰고 숟가락질하는 꼴갑을 떨고 있다며? 니미, 나는 어제 사과 한알 잘못 먹고 배탈이 났는데, 저것들은 병도 안걸리는가벼?"
"1773","더 민주당, 
이지사 사안에 입닫으라.

민생에 돼지열병 방역이 얼마나 중한 지 안다면
방역에 태만해 질타의 대상인 도지사.
그와 당대표가 어울리지 않는 사진까지 찍을 건 또 뭔가?
총리는 경기도의 방역노력… https://t.co/3WNPqNtUQu"
"1774","RT @son5959: 돼지열병 발생부터 사후처리 과정을 보면 이재명은 행정가로서는 능력이 빵점이다.
일 잘한다는 새끼들 전부 니들 손가락으로 니들 눈 찔러라,"
"1775","RT @djkim8688: 온갖 일은 경기도에서 다 일어나는구나
돼지열병, 침출수, 버스비인상,상품권발행,무상급식 예산미확보 등등등. 역시 인성이 그르면 일도 잘할수 없다니까."
"1776","RT @hwaga_story: <U+0001F5E3> 경기도 돼지 살처분 문제!!!

<U+2022>이명박 - 산채로 매몰 (구제역)

<U+2022>경기도 - 죽여서 매몰 (아프리카 열병)

전염성 동식물은 그대로 매장하거나 소각해야 한다.

돼지 사체 피...
강물 유입→어패류 흡입→사람…"
"1777","RT @ineedacat1: 돼지열병 방역 모범 국가에서 돼지열병 돼지피로 강물을 오염시킨 최고 무능한 국가로 국제적으로 소문남.
이게 이재명의 대단한 능력임."
"1778","RT @hwaga_story: <U+0001F5E3> 경기도 돼지 살처분 문제!!!

<U+2022>이명박 - 산채로 매몰 (구제역)

<U+2022>경기도 - 죽여서 매몰 (아프리카 열병)

전염성 동식물은 그대로 매장하거나 소각해야 한다.

돼지 사체 피...
강물 유입→어패류 흡입→사람…"
"1779","돼지열병 차단하려 잡은 야생멧돼지 70% 식용으로 자가소비 | 다음뉴스 https://t.co/rATh24cxXq"
"1780","RT @sisat12: 군산시 “아프리카돼지열병·구제역·AI 유입 차단에 총력”  [시사타임즈 = 김현석 기자] 군산시는 아프리카돼지열병(ASF), 구제역 및 AI 유입을 막기 위한 차단방역에 총력을 다하고 있다고 밝혔다.12일 군산시... http…"
"1781","RT @ineedacat1: 돼지열병 심각한데 저만 살려고 국회로 어디로 뛰어 다니고 폼나는 돼지고기 팔이  행사만 하고 있으니 뒷처리가 저 모양에 더 엉망진창이 되버림.
나대는 거 얼굴팔리는 거만 좋아하는 무능력자 이재명의 실체."
"1782","RT @zihana1: 이재명 새끼 꼴

돼지열병 못 막음.
피해확산.
총리가 막음.

해결되자
돼지농가 돕는다고 돼지탈쓰고 이해찬과 쌩쇼.

그시각 경기도-돼지 사체 처리를 하지 않아서 돼지피가 식수원을 물들임.

그시각 총리님-지자체장들과 돼지열…"
"1783","RT @sisat12: 군산시 “아프리카돼지열병·구제역·AI 유입 차단에 총력”  [시사타임즈 = 김현석 기자] 군산시는 아프리카돼지열병(ASF), 구제역 및 AI 유입을 막기 위한 차단방역에 총력을 다하고 있다고 밝혔다.12일 군산시... http…"
"1784","RT @higili12: 군산시 “아프리카돼지열병·구제역·AI 유입 차단에 총력”  [시사타임즈 = 김현석 기자] 군산시는 아프리카돼지열병(ASF), 구제역 및 AI 유입을 막기 위한 차단방역에 총력을 다하고 있다고 밝혔다.12일 군산시... htt…"
"1785","RT @higili12: #시사타임즈 :: 군산시 “아프리카돼지열병·구제역·AI 유입 차단에 총력”  [시사타임즈 = 김현석 기자] 군산시는 아프리카돼지열병(ASF), 구제역 및 AI 유입을 막기 위한 차단방역에 총력을 다하고 있다고 밝혔다.12일…"
"1786","RT @hwaga_story: <U+0001F5E3> 경기도 돼지 살처분 문제!!!

<U+2022>이명박 - 산채로 매몰 (구제역)

<U+2022>경기도 - 죽여서 매몰 (아프리카 열병)

전염성 동식물은 그대로 매장하거나 소각해야 한다.

돼지 사체 피...
강물 유입→어패류 흡입→사람…"
"1787","RT @hwaga_story: <U+0001F5E3> 경기도 돼지 살처분 문제!!!

<U+2022>이명박 - 산채로 매몰 (구제역)

<U+2022>경기도 - 죽여서 매몰 (아프리카 열병)

전염성 동식물은 그대로 매장하거나 소각해야 한다.

돼지 사체 피...
강물 유입→어패류 흡입→사람…"
"1788","RT @ineedacat1: 돼지열병 심각한데 저만 살려고 국회로 어디로 뛰어 다니고 폼나는 돼지고기 팔이  행사만 하고 있으니 뒷처리가 저 모양에 더 엉망진창이 되버림.
나대는 거 얼굴팔리는 거만 좋아하는 무능력자 이재명의 실체."
"1789","RT @son5959: 아니 돼지열병 못 막아 돼지 수십마리 살처분 한 새끼가 주도를 해서 돼지탈 뒤집어쓰고 돼지사랑 행사를 주도를 하고 여기에 집권여당 대표새끼 국회의장 새끼도 돼지탈 뒤집어 쓰고 지랄을 하고 기가찬다,"
"1790","RT @hwaga_story: <U+0001F5E3> 경기도 돼지 살처분 문제!!!

<U+2022>이명박 - 산채로 매몰 (구제역)

<U+2022>경기도 - 죽여서 매몰 (아프리카 열병)

전염성 동식물은 그대로 매장하거나 소각해야 한다.

돼지 사체 피...
강물 유입→어패류 흡입→사람…"
"1791","RT @son5959: 돼지열병 발생부터 사후처리 과정을 보면 이재명은 행정가로서는 능력이 빵점이다.
일 잘한다는 새끼들 전부 니들 손가락으로 니들 눈 찔러라,"
"1792","RT @son5959: 아니 돼지열병 못 막아 돼지 수십마리 살처분 한 새끼가 주도를 해서 돼지탈 뒤집어쓰고 돼지사랑 행사를 주도를 하고 여기에 집권여당 대표새끼 국회의장 새끼도 돼지탈 뒤집어 쓰고 지랄을 하고 기가찬다,"
"1793","RT @omcsB6IJAoX4cLx: @angelesyogi @mh12151108 이낙연총리가 돼지열병 해결하느라 개고생은 다해서 경기도지사 겸 총리님으로 등극!!
경기도 연천은 돼지열병걸린 돼지들 살처분으로 온천지가 핏물이거늘...
이것들은 희희낙…"
"1794","RT @higili12: 군산시 “아프리카돼지열병·구제역·AI 유입 차단에 총력”  [시사타임즈 = 김현석 기자] 군산시는 아프리카돼지열병(ASF), 구제역 및 AI 유입을 막기 위한 차단방역에 총력을 다하고 있다고 밝혔다.12일 군산시... htt…"
"1795","RT @higili12: #시사타임즈 :: 군산시 “아프리카돼지열병·구제역·AI 유입 차단에 총력”  [시사타임즈 = 김현석 기자] 군산시는 아프리카돼지열병(ASF), 구제역 및 AI 유입을 막기 위한 차단방역에 총력을 다하고 있다고 밝혔다.12일…"
"1796","RT @hwaga_story: <U+0001F5E3> 경기도 돼지 살처분 문제!!!

<U+2022>이명박 - 산채로 매몰 (구제역)

<U+2022>경기도 - 죽여서 매몰 (아프리카 열병)

전염성 동식물은 그대로 매장하거나 소각해야 한다.

돼지 사체 피...
강물 유입→어패류 흡입→사람…"
"1797","돼지열병에 신음하는데..""대박 났다"" 환호한 사람들 | 다음뉴스 https://t.co/sXaDXxtLcF 딴나라 인간들~ 80년대 양파파동, 복부인이 그랬지."
"1798","RT @djkim8688: 온갖 일은 경기도에서 다 일어나는구나
돼지열병, 침출수, 버스비인상,상품권발행,무상급식 예산미확보 등등등. 역시 인성이 그르면 일도 잘할수 없다니까."
"1799","RT @son5959: 아니 돼지열병 못 막아 돼지 수십마리 살처분 한 새끼가 주도를 해서 돼지탈 뒤집어쓰고 돼지사랑 행사를 주도를 하고 여기에 집권여당 대표새끼 국회의장 새끼도 돼지탈 뒤집어 쓰고 지랄을 하고 기가찬다,"
"1800","RT @hwaga_story: <U+0001F5E3> 경기도 돼지 살처분 문제!!!

<U+2022>이명박 - 산채로 매몰 (구제역)

<U+2022>경기도 - 죽여서 매몰 (아프리카 열병)

전염성 동식물은 그대로 매장하거나 소각해야 한다.

돼지 사체 피...
강물 유입→어패류 흡입→사람…"
"1801","RT @hwaga_story: <U+0001F631><U+0001F631><U+0001F631>

미치겠다...호러놀이 하냐?

이게 정상이냐??

이거 보면 돼지고기 먹고 싶겠냐???

돼지 열병 피해 주민들 놀리는 것도 아니고 웃음이 쳐나오냐???? https://t.co/CamvIPxE1l"
"1802","동두천시, 아프리카돼지열병 비상근무 위문 행렬 잇달아 https://t.co/IDIEJg9Cd4 https://t.co/64ZPHUqpMO"
"1803","RT @son5959: 돼지열병 발생부터 사후처리 과정을 보면 이재명은 행정가로서는 능력이 빵점이다.
일 잘한다는 새끼들 전부 니들 손가락으로 니들 눈 찔러라,"
"1804","RT @Nostagi: 경기도 돼지 33만마리 천여억 어치 파묻고

아프리카 돼지열병 피해 지원해준다고

나온 저쌍판들 봐라?

가을 추엽처럼 우수수 떨어지는 소리가 6개월전부터 들린다.

말아먹는 숫법도  많이  발전했네? https://t.co/…"
"1805","RT @son5959: 돼지열병 발생부터 사후처리 과정을 보면 이재명은 행정가로서는 능력이 빵점이다.
일 잘한다는 새끼들 전부 니들 손가락으로 니들 눈 찔러라,"
"1806","RT @omcsB6IJAoX4cLx: @angelesyogi @mh12151108 이낙연총리가 돼지열병 해결하느라 개고생은 다해서 경기도지사 겸 총리님으로 등극!!
경기도 연천은 돼지열병걸린 돼지들 살처분으로 온천지가 핏물이거늘...
이것들은 희희낙…"
"1807","RT @ineedacat1: 돼지열병 심각한데 저만 살려고 국회로 어디로 뛰어 다니고 폼나는 돼지고기 팔이  행사만 하고 있으니 뒷처리가 저 모양에 더 엉망진창이 되버림.
나대는 거 얼굴팔리는 거만 좋아하는 무능력자 이재명의 실체."
"1808","RT @crystal_e_v_e: 개정은 돼지새끼 눈치 보느라  북한  돼지 열병  쉬쉬 하다가 ,   돼지 핏물  범벅이 되어   식수 오염까지  걱정하고 피해를 보는 건  결국  대한민국 국민이다.  테러 살인마 개정은이  우리 국민 보다  더…"
"1809","RT @gracehwang1970: ""한번도 경험해보지못한 대한민국""을 무능한 #문재인 이 달성하는 중이다. #아프리카돼지열병 #ASF 은 중국과 북한에서 #문재인 에게 안겨준 골칫덩어리이다. 임진강 지류마져 뻘건피로 물들게하는 재앙. 저 돼지피와…"
"1810","RT @djkim8688: 온갖 일은 경기도에서 다 일어나는구나
돼지열병, 침출수, 버스비인상,상품권발행,무상급식 예산미확보 등등등. 역시 인성이 그르면 일도 잘할수 없다니까."
"1811","RT @son5959: 돼지열병 발생부터 사후처리 과정을 보면 이재명은 행정가로서는 능력이 빵점이다.
일 잘한다는 새끼들 전부 니들 손가락으로 니들 눈 찔러라,"
"1812","RT @ineedacat1: 돼지열병 심각한데 저만 살려고 국회로 어디로 뛰어 다니고 폼나는 돼지고기 팔이  행사만 하고 있으니 뒷처리가 저 모양에 더 엉망진창이 되버림.
나대는 거 얼굴팔리는 거만 좋아하는 무능력자 이재명의 실체."
"1813","RT @ineedacat1: 돼지열병 방역 모범 국가에서 돼지열병 돼지피로 강물을 오염시킨 최고 무능한 국가로 국제적으로 소문남.
이게 이재명의 대단한 능력임."
"1814","RT @son5959: 돼지열병 발생부터 사후처리 과정을 보면 이재명은 행정가로서는 능력이 빵점이다.
일 잘한다는 새끼들 전부 니들 손가락으로 니들 눈 찔러라,"
"1815","기.레.기들이랑 똑! 같네!
검레기 개혁한다고
검레기들이 적폐, 삼성 수사 다~ 재꺼놓고 조국 장관네 쑥대밭 만드니까...
'대박났다~~~!'
기.레.기들 [돼지열병에 신음하는데…“대박 났다” 환호한 사람들] https://t.co/9kojVbADpx"
